Code NL/EN,Translate EN, Code Group (Theme/Subtheme) C,Comment (NL)
Wachttijden en wachtlijsten,Waiting times and waiting lists,,
Wachttijden ggz,Waiting times for mental health care,,
Wachttijden in de geestelijke gezondheidszorg,Waiting times in mental health care,,
Wachttijden in de ggz,Waiting times in mental health care,,
Wachttijden in de zorg,Waiting times in healthcare,,
Wachttijden in ggz,Waiting times in mental health care,,
Wachttijdenproblematiek,Waiting times problem,,
Wachttijdreductie,Waiting time reduction,,
Wandelen in de natuur,Walking in nature,,
Wanhoop,Despair,,
Wantrouwen,Distrust,,
Wantrouwen in instellingen,Distrust in institutions,,
Wantrouwen in wetenschap,Distrust in science,,
Warmteoplossingen,Heat solutions,,
Waste management,Waste management,,
Waste reduction,Waste reduction,,
Water management strategies,Water management strategies,,
Waterbeheer,Water,,
Waterkering,Embankment,,
Waterkwaliteit,Water quality,,
Watermanagement,Water management,,
Waterproblematiek,Water issues,,
Waterschaarste,Water scarcity,,
Watervoorraden onder druk,Water resources under pressure,,
Watervoorziening,Water supply,,
Wealth Disparities,Wealth Disparities,,
Wederkerigheid,Mutuality,,
Weer beïnvloeding,Weather influence,,
Weer en klimaat,Weather and climate,,
Weerbaarheid,Resilience,,
Weerbewustzijn,Weather awareness,,
Weerervaring,Weather experience,,
Weerfenomenen,Weather phenomena,,
Weerimpact,Weather impact,,
Weerinvloeden,Weather influences,,
Weerpatronen,Weather patterns,,
Weersbewustzijn,Weather awareness,,
Weerseffecten,Weather effects,,
Weersextremen,Weather extremes,,
Weersinformatie,Weather information,,
Weersinvloeden,Weather influences,,
Weersomstandigheden,Weather,,
Weerspatronen,Weather patterns,,
Weerstand,Resistance,,
Weerstand en ongemak,Resistance and discomfort,,
Weerstand tegen verandering,Resistance to change,,
Weerstations,Weather stations,,
Weerstatus,Weather status,,
Weersverandering,Weather change,,
Weersveranderingen,Weather changes,,
Weersystemen,Weather systems,,
Weerwaarneming,Weather observation,,
Weerwaarschuwingen,Weather warnings,,
Weerzin om te zoeken naar informatie,Reluctance to search for information,,
Weinig betrokkenheid,Little involvement,,
Wellbeing promotion,Wellbeing promotion,,
Welzijn,Well-being,,
Welzijn medewerkers,Employee well-being,,
Welzijn op het werk,Well-being at work,,
Welzijn personeel,Staff well-being,,
Welzijn van medewerkers,Employee well-being,,
Welzijnsorganisaties,Welfare organizations,,
Wensen,Wish,,
Wensen en behoeften,Wants and needs,,
Wensen van mensen met dementie,Wishes of people with dementia,,
Wensen van naaste,Wishes of loved one,,
Wereldvrede,World Peace,,
Wereldwijde samenwerking,Global collaboration,,
Werkcapaciteit en taakverdeling,Work capacity and division of tasks,,
Werkcultuur,Work culture,,
Werkdruk,Workload,,
Werkdruk en mentale belasting,Work pressure and mental strain,,
Werkdruk verminderen,Reduce workload,,
Werkervaring,Work experience,,
Werkgelegenheid,Employment,,
Werkgerelateerde stress,Work-related stress,,
Werkgevers,Employers,,
Werkgevers en werknemers relatie,Employer-employee relationship,,
Werkgeverschap,Employership,,
Werkgeversimago,Employer brand,,
Werkloos,Unemployed,,
Werknemersbetrokkenheid,Employee engagement,,
Werkomgeving verbeteren,Improve the working environment,,
Werkorganisatie,Organisation,,
Werkplekcultuur,Workplace culture,,
Werkplezier,Job satisfaction,,
Werkrelaties,Working relationships,,
Werksector,Sector of work,,
Werksfeer,Atmosphere,,
Werkstress,Work stress,,
Werkstress interventie,Work stress intervention,,
Werkstresspreventie,Prevention of work stress,,
Werktevredenheid,Job satisfaction,,
Werkvloer,Workplace,,
Werkzaamheid,Efficacy,,
Werkzame elementen,Active ingredients,,
Werving en selectie,Recruitment and selection,,
Wervingsbeleid,Recruitment policy,,
Wervingsmethoden,Recruitment methods,,
Wervingsstrategieën,Recruitment strategies,,
Wet- en regelgeving,Laws and regulations,,
Wetenschap,Science,,
Wetenschap en geschiedenis,Science and history,,
Wetenschap en kunst combineren,Combining science and art,,
Wetenschap en maatschappij,Science and society,,
Wetenschap en onderzoek,Science and research,,
Wetenschap en praktijk,Science and practice,,
Wetenschap en samenleving,Science and society,,
Wetenschap en technologie,Science and technology,,
Wetenschap toepassen,Applying science,,
Wetenschap versus maatschappij,Science versus society,,
Wetenschappelijk,Scientific,,
Wetenschappelijk background,Scientific background,,
Wetenschappelijk begrip,Scientific understanding,,
Wetenschappelijk bewijs,Scientific evidence,,
Wetenschappelijk debat,Scientific debate,,
Wetenschappelijk inzicht,Scientific insight,,
Wetenschappelijk onderzoek,Scientific research,,
Wetenschappelijk redeneren,Scientific reasoning,,
Wetenschappelijk vertrouwen,Scientific trust,,
Wetenschappelijk wantrouwen,Scientific distrust,,
Wetenschappelijke beschrijving,Scientific description,,
Wetenschappelijke bijdrage,Scientific contribution,,
Wetenschappelijke communicatie,Scientific communication,,
Wetenschappelijke communicatie en kennisuitwisseling,Scientific communication and knowledge exchange,,
Wetenschappelijke data,Scientific data,,
Wetenschappelijke impact,Scientific impact,,
Wetenschappelijke interesse,Scientific interest,,
Wetenschappelijke kennis,Scientific knowledge,,
Wetenschappelijke kwaliteit,Scientific quality,,
Wetenschappelijke nieuwsgierigheid,Scientific curiosity,,
Wetenschappelijke observaties,Scientific observations,,
Wetenschappelijke ontdekking,Scientific discovery,,
Wetenschappelijke ontwikkeling,Scientific development,,
Wetenschappelijke onzekerheid,Scientific uncertainty,,
Wetenschappelijke prestatie,Scientific achievement,,
Wetenschappelijke publicatie,Scientific publication,,
Wetenschappelijke samenwerking,Scientific cooperation,,
Wetenschappelijke studies,Scientific studies,,
Wetenschappelijke toegankelijkheid,Scientific accessibility,,
Wetenschappelijke vooruitgang,Scientific progress,,
Wetenschappelijke waarneming,Scientific observation,,
Wetenschapscommunicatie,Science communication,,
Wetgeving,Legislation,,
Wetgeving en beleid,Legislation and policy,,
Wetgeving en regelgeving,Legislation and regulations,,
Wetshandhaving,Law enforcement,,
Wettelijke kaders,Legal frameworks,,
Wijziging,Change,,
Winstkansen,Odds,,
Wiskundige modellering,Mathematical modelling,,
Woningbouw,Housing,,
Woningtekort,Housing shortage,,
Woonsituatie,Living situation,,
Work and learning integration,Work and learning integration,,
Working memory,Working memory,,
Workorganisatie,Work organization,,
Workplace dynamics,Workplace dynamics,,
Worry,Worry,,
Xenophobia,Xenophobia,,
Yoga and well-being,Yoga and well-being,,
Yoga practice,Yoga practice,,
Yoga studies,Yoga studies,,
Youth opportunities,Youth opportunities,,
Zachte factoren,Soft factors,,
Zakelijke strategieën en innovatie,Business strategies and innovation,,
Zekerheid,Certainty,,
Zelfbewustzijn,Self-awareness,,
Zelfeffectiviteit,Self-efficacy,,
Zelfherkenning,Self-recognition,,
Zelflerend systeem,Self-learning system,,
Zelfontplooiing,Self-development,,
Zelfontwikkeling,Self improvement,,
Zelfredzaamheid,Self-reliance,,
Zelfreflectie,Self-reflection,,
Zelfregie,Self-direction,,
Zelfregie en herstelinitiatieven,Self-management and recovery initiatives,,
Zelfstandig wonen,Independent living,,
Zelfstandigen,Self employed,,
Zelfvertrouwen,Self-confidence,,
Zelfzorg,Self-care,,
Zichtbaarheid,Visibility,,
Zichtbaarheid van informatie,Information visibility,,
Zichzelf uitdrukken,Expressing oneself,,
Ziekenhuiszorg,Hospital care,,
Ziekmeldingen,Sick reports,,
Ziekte,Illness,,
Ziekte ervaringen,Disease experiences,,
Ziekte-inzicht,Insight into illness,,
Ziektepreventie,Disease prevention,,
Ziekteverspreiding,Disease spread,,
Ziekteverzuim,Absenteeism,,
Zingeving,Meaning,,
Zingevingsvraagstukken,Issues of meaning,,
Zintuiglijke waarneming,Sensory perception,,
Zoeken naar begrip,Searching for understanding,,
Zoekgedrag,Search behavior,,
Zoektocht naar betekenis,Search for meaning,,
Zoektocht naar ondersteuning,Search for support,,
Zoektocht naar oplossingen,Search for solutions,,
Zoektocht naar waarheid,Search for truth,,
Zomer,Summer,,
Zomerervaringen,Summer Experiences,,
Zonneschijn,Sunshine,,
Zorg,Care,,
Zorg en ondersteuning,Care and support,,
Zorg tekortkomingen,Care shortcomings,,
Zorg voor anderen,Care for others,,
Zorg voor de omgeving,Care for the environment,,
Zorg voor de toekomst,Care for the future,,
Zorg voor gezondheid,Care for health,,
Zorg voor huid,Care for skin,,
Zorg voor jezelf,Take care of yourself,,
Zorg voor jongeren,Care for young people,,
Zorg voor kinderen,Care for children,,
Zorg voor kwaliteit,Ensure quality,,
Zorg voor maatschappelijke impact,Ensure social impact,,
Zorg voor mantelzorgers,Care for caregivers,,
Zorg voor medewerkers,Care for employees,,
Zorg voor ouderen,Care for the elderly,,
Zorgaanbieders,Healthcare providers,,
Zorgbehoefte,Care needs,,
Zorgbehoeften,Care needs,,
Zorgbekostiging,Healthcare funding,,
Zorgbelasting,Burden of care,,
Zorgcontext,Care context,,
Zorgcontinuïteit,Continuity of care,,
Zorgdiensten,Care services,,
Zorgen,Care,,
Zorgen over de toekomst,Concerns about the future,,
Zorgen over milieu,Environmental concerns,,
Zorgervaring,Healthcare experience,,
Zorgervaringen,Healthcare experiences,,
Zorggebruik,Healthcare use,,
Zorggerelateerde zaken,Healthcare-related matters,,
Zorginnovatie,Healthcare innovation,,
Zorgkwaliteit,Quality of care,,
Zorglast,Burden of care,,
Zorgmodel,Care model,,
Zorgonderzoek,Healthcare research,,
Zorgoptimalisatie,Care optimization,,
Zorgorganisatie,Healthcare organization,,
Zorgplanning,Care planning,,
Zorgprestaties,Care services,,
Zorgprevalentie,Prevalence of care,,
Zorgproces,Care process,,
Zorgprofessionals,Healthcare professionals,,
Zorgrelatie,Care relationship,,
Zorgrelaties,Care relationships,,
Zorgsector,Healthcare sector,,
Zorgstructuur,Care structure,,
Zorgsysteem,Healthcare system,,
Zorgsystematiek,Care system,,
Zorgtechnologie,Healthcare technology,,
Zorgtoegang,Care access,,
Zorgtoegankelijkheid,Accessibility of care,,
Zorgverandering,Change of care,,
Zorgverbetering,Care improvement,,
Zorgverleners,Caregivers,,
Zorgverlening,Care,,
Zorgvermoeidheid,Care fatigue,,
Zorgverplaatsing,Care relocation,,
Zorgverzekeraars,Health insurers,,
Zorgverzekeringen,Health,,
Zorgvoorzieningen,Care facilities,,
Zorgvuldige reflectie,Careful reflection,,
Zzp’ers,Self-employed,,
